ID,Name,Gender,Age,Education,City,JoiningYear,Department,PaymentTier,Salary
10340,Douglas Ford,Male,26,Bachelors,Jacksonville,2017,Procurement & Supply Chain,3,103200
10341,Camila Logan,Female,24,Bachelors,Philadelphia,2015,R&D,3,119000
10342,Delia Schneider,Female,24,Bachelors,San Antonio,2012,HR,3,111700
10343,Leila Guerrero,Female,24,Bachelors,Charlotte,2016,Legal,3,106300
10344,Greta Compton,Female,28,Bachelors,"Washington, D.C.",2012,Customer Service,3,98600
10345,Mia Nichols,Female,27,Bachelors,San Antonio,2017,R&D,2,79200
10346,Flynn Black,Others,27,Bachelors,Chicago,2012,Procurement & Supply Chain,2,83000
10347,Yasmin Whitney,Female,27,Masters,San Antonio,2017,HR,2,81900
10348,Audrey Carpenter,Female,24,Bachelors,San Antonio,2017,Marketing,2,87300
10349,Walker York,Male,26,Bachelors,Chicago,2016,IT,1,48700
10350,Benjamin Snyder,Male,26,Bachelors,Indianapolis,2015,Legal,3,100400
10351,Kiara Anderson,Female,25,Bachelors,Houston,2016,R&D,3,114200
10352,Lincoln Lindsay,Male,26,Bachelors,Charlotte,2012,HR,3,104500
10353,Gemma Holden,Female,28,Bachelors,Indianapolis,2017,Operations,3,104500
10354,Isla Norris,Female,25,Bachelors,Boston,2012,Marketing,3,110900
10355,Dora Fletcher,Female,25,Bachelors,Indianapolis,2017,Customer Service,3,100800
10356,Ivan Lang,Male,26,Masters,Austin,2017,Finance & Accounting,2,73700
10357,Remy Love,Male,28,Masters,Fort Worth,2017,Customer Service,3,108900
10358,Matthew York,Male,25,Masters,Los Angeles,2015,Marketing,2,86100
10359,Bianca Gonzales,Female,26,Bachelors,"Washington, D.C.",2017,Sales,2,90300
10360,Keira Shannon,Female,26,Bachelors,Fort Worth,2017,Procurement & Supply Chain,2,97900
10361,Elena Hood,Female,27,Bachelors,Dallas,2016,Customer Service,3,110500
10362,Dorothy Snider,Female,27,Bachelors,Dallas,2017,HR,3,100100
10363,Remy Melendez,Male,24,Bachelors,Denver,2015,R&D,3,120000
10364,Beatrice Webster,Female,26,Masters,Los Angeles,2017,Procurement & Supply Chain,1,57300
10365,Leah Albert,Female,28,Bachelors,Denver,2017,Procurement & Supply Chain,1,67200
10366,Dakota Reilly,Female,24,Bachelors,Indianapolis,2015,Operations,3,119900
10367,Jake Vines,Male,25,Masters,Austin,2015,Marketing,2,80700
10368,Emmanuel Mcdaniel,Male,25,Bachelors,San Antonio,2014,Marketing,3,98200
10369,Vanessa Ashley,Female,28,Bachelors,New York City,2014,HR,3,116300
10370,Gideon Nicholson,Male,28,Bachelors,Fort Worth,2017,Procurement & Supply Chain,3,108000
10371,Mina Kelley,Female,27,Masters,Indianapolis,2015,R&D,1,60700
10372,Madeline Sloan,Female,26,Bachelors,Seattle,2014,HR,1,69000
10373,Nathaniel Woodward,Male,25,Masters,San Antonio,2018,HR,3,111000
10374,Devin Sullivan,Male,28,Bachelors,New York City,2016,Legal,3,108300
10375,Layla Newton,Female,26,Bachelors,Austin,2018,IT,3,110700
10376,Malcolm Gill,Male,24,Bachelors,Houston,2015,Sales,2,97700
10377,Owen Yates,Male,27,Bachelors,Austin,2017,Operations,3,100500
10378,Rebecca Crow,Female,26,Bachelors,Fort Worth,2014,Procurement & Supply Chain,3,104200
10379,Noelle Gibson,Female,24,Bachelors,Jacksonville,2014,Finance & Accounting,3,109600
10380,Joel Payne,Male,28,Bachelors,Austin,2016,Customer Service,3,105600
10381,Wesley Brewer,Male,25,Bachelors,San Diego,2015,Finance & Accounting,2,85700
10382,Victoria Miller,Female,27,Bachelors,"Washington, D.C.",2013,Finance & Accounting,3,98200
10383,Harrison Prince,Male,28,Bachelors,Philadelphia,2015,Sales,3,104100
10384,Anders Colon,Male,26,Bachelors,Philadelphia,2014,Sales,3,111000
10385,Sofia Dejesus,Female,24,Bachelors,San Jose,2012,Legal,3,112800
10386,Hadley Garcia,Female,27,Bachelors,Indianapolis,2013,Legal,3,102900
10387,Alaric Cantrell,Others,26,Bachelors,Boston,2015,IT,3,115000
10388,Giselle Nichols,Female,28,Bachelors,Denver,2015,IT,3,103100
10389,Kate Hester,Others,24,Bachelors,Austin,2014,Finance & Accounting,2,77200
10390,Hadley Solis,Female,24,Bachelors,Austin,2013,HR,3,103600
10391,Hudson Mayer,Male,28,Bachelors,Houston,2018,Finance & Accounting,3,100000
10392,Karl Mckay,Male,27,Bachelors,Denver,2015,Legal,3,107100
10393,Gianna Wright,Female,26,Bachelors,Indianapolis,2014,Customer Service,2,74500
10394,Nicole Tyson,Female,25,Bachelors,San Antonio,2016,Finance & Accounting,3,109400
10395,Marcus Hutchinson,Male,25,PHD,Fort Worth,2013,Sales,3,106700
10396,Aleena Mccormick,Female,25,Bachelors,New York City,2014,Customer Service,3,114700
10397,June Jeffers,Female,28,Bachelors,Dallas,2017,Marketing,2,78800
10398,Amir Winters,Others,26,Bachelors,Dallas,2015,IT,1,49500
10399,Whitney Fowler,Female,26,Masters,Philadelphia,2017,Operations,3,104900
10400,Mia Griffith,Female,27,Bachelors,San Antonio,2014,Legal,3,116200
10401,Lara Goldman,Others,24,Bachelors,New York City,2012,Legal,3,98300
10402,Ivy Leach,Female,24,Bachelors,Houston,2017,IT,2,70400
10403,Edward Cross,Male,26,Bachelors,San Diego,2015,R&D,3,98200
10404,Cecilia Holloway,Female,26,Bachelors,San Jose,2012,Operations,3,119400
10405,Kennedy Robles,Female,24,Bachelors,Boston,2015,Sales,3,104500
10406,India Ellison,Others,25,Masters,San Jose,2014,Operations,3,117000
10407,Evelyn Dawson,Female,28,Bachelors,Denver,2015,IT,3,99300
10408,Sara Potter,Female,24,Bachelors,New York City,2016,Marketing,3,119900
10409,Brynn Cantrell,Female,26,Bachelors,Chicago,2016,Customer Service,3,113100
10410,Kobe Kline,Male,25,Bachelors,San Diego,2015,Sales,2,85600
10411,Evelyn Mccall,Female,25,Masters,Phoenix,2013,Sales,2,93500
10412,Karla Calhoun,Female,25,Bachelors,Houston,2017,Finance & Accounting,3,106900
10413,Graham Perry,Male,26,Bachelors,New York City,2015,Marketing,2,77300
10414,Theo Spencer,Male,26,Masters,Jacksonville,2015,IT,2,89700
10415,Dora Rodgers,Female,27,Bachelors,Phoenix,2012,Customer Service,3,114500
10416,Griffin Herman,Male,28,Masters,Dallas,2017,IT,3,98400
10417,Molly Morales,Female,25,Bachelors,Jacksonville,2016,Operations,3,98100
10418,Shannon Snyder,Female,24,Bachelors,Charlotte,2016,R&D,3,108800
10419,Tiana Walton,Others,28,Bachelors,Fort Worth,2016,Finance & Accounting,3,112600
10420,Mara Harrell,Others,27,Bachelors,Los Angeles,2013,Finance & Accounting,3,105700
10421,Leon Ellison,Male,26,Bachelors,Charlotte,2015,IT,3,103000
10422,Amelia Manning,Female,27,Bachelors,"Washington, D.C.",2016,Sales,3,106200
10423,Giselle Mcclain,Female,27,Bachelors,"Washington, D.C.",2017,Marketing,2,72900
10424,Carlos Nichols,Male,27,Bachelors,Los Angeles,2012,IT,3,100800
10425,Ella Kendall,Female,25,PHD,Chicago,2018,HR,3,115600
10426,Edward Emerson,Male,27,Bachelors,Charlotte,2014,IT,3,99600
10427,Daria Campbell,Others,26,Bachelors,Phoenix,2013,Operations,3,118600
10428,Micah Simmons,Male,24,Masters,San Jose,2017,Finance & Accounting,2,78200
10429,Celine Oneal,Female,28,PHD,Fort Worth,2016,Marketing,2,87800
10430,Opal Lang,Female,26,Masters,Jacksonville,2014,Procurement & Supply Chain,3,115200
10431,Percy Key,Male,27,Masters,Los Angeles,2017,Sales,2,90400
10432,Charlotte Kane,Female,27,PHD,Seattle,2013,Marketing,3,104100
10433,Evelyn Nixon,Female,28,Masters,Denver,2014,Legal,3,101400
10434,Laura Beasley,Female,27,Bachelors,Austin,2017,R&D,3,100500
10435,Angel Richmond,Female,26,Bachelors,Los Angeles,2015,HR,3,99000
10436,Anne Watkins,Female,26,Masters,Columbus,2014,Procurement & Supply Chain,3,107400
10437,Kevin Matthews,Male,27,Masters,Philadelphia,2012,Customer Service,3,102400
10438,Juliana Roth,Female,26,Bachelors,Boston,2017,HR,3,102600
10439,Alexander Vargas,Male,27,Masters,Phoenix,2017,HR,2,91500
10440,Cruz Black,Male,27,Bachelors,Phoenix,2017,Procurement & Supply Chain,3,104400
10441,Pauline Acosta,Female,25,Bachelors,Los Angeles,2016,Finance & Accounting,3,117500
10442,Bruno Robinson,Others,27,Bachelors,Philadelphia,2016,Customer Service,3,103100
10443,Dakota Schultz,Female,25,Bachelors,Columbus,2014,IT,3,119900
10444,Roger Rowe,Male,28,Bachelors,Jacksonville,2017,Finance & Accounting,3,107500
10445,Karla Arnold,Female,24,Masters,New York City,2012,Customer Service,3,119000
10446,Sterling Boyd,Male,25,Bachelors,San Diego,2014,Finance & Accounting,3,110200
10447,Yvette Miller,Female,25,Bachelors,Columbus,2013,Operations,2,85000
10448,Evan Cochran,Male,27,Bachelors,Jacksonville,2012,Procurement & Supply Chain,3,108300
10449,Daisy Horn,Female,26,Bachelors,Phoenix,2017,Customer Service,3,109700
10450,Julia Watkins,Female,26,Bachelors,Austin,2013,Procurement & Supply Chain,3,119200
10451,Jade Richmond,Female,24,Bachelors,Dallas,2016,Operations,3,109800
10452,Bradley Ward,Male,25,Bachelors,Boston,2014,Sales,3,112200
10453,Katherine Hebert,Female,25,Bachelors,"Washington, D.C.",2015,Operations,3,107400
10454,Alexander Brewer,Male,24,PHD,Jacksonville,2012,Procurement & Supply Chain,3,116600
10455,Felix Gould,Male,27,Bachelors,New York City,2013,Customer Service,3,114800
10456,Tyler Gomez,Male,25,Bachelors,Columbus,2015,Finance & Accounting,3,117300
10457,Theodore Brandt,Male,26,Bachelors,Los Angeles,2016,Procurement & Supply Chain,3,104100
10458,Tamara Woodard,Female,24,Masters,Denver,2015,HR,3,112400
10459,Valentina Leach,Female,26,Bachelors,Denver,2012,IT,3,106000
10460,James Munoz,Male,24,Bachelors,Fort Worth,2013,Procurement & Supply Chain,3,99600
10461,Kaia Gallagher,Others,24,Masters,Fort Worth,2017,IT,3,103300
10462,Paul Hampton,Male,25,Bachelors,Columbus,2014,R&D,1,58200
10463,Shannon Raymond,Female,28,Bachelors,San Antonio,2018,Legal,3,111900
10464,Preston Powell,Male,28,Bachelors,Los Angeles,2017,Operations,3,117700
10465,Ruby Sweeney,Female,28,Masters,Seattle,2013,IT,3,118300
10466,Gemma Whitney,Female,26,Bachelors,Charlotte,2013,Marketing,3,108600
10467,Lucia Andrews,Female,24,Masters,Austin,2018,Procurement & Supply Chain,1,47000
10468,Maeve Mcdaniel,Female,25,Bachelors,"Washington, D.C.",2012,Sales,3,102400
10469,Mae Dejesus,Female,27,PHD,Phoenix,2013,Sales,2,74000
10470,Chris Reynolds,Male,28,Masters,San Antonio,2018,Procurement & Supply Chain,3,113900
10471,Sterling Walker,Male,28,Bachelors,Seattle,2014,HR,3,110300
10472,Jake Corbett,Male,27,Bachelors,Denver,2014,IT,3,106400
10473,Robin Mills,Male,24,Bachelors,Fort Worth,2013,HR,3,100100
10474,Hallie Bullock,Female,28,Bachelors,Dallas,2015,Operations,2,72400
10475,Clover Bruce,Others,26,Bachelors,Columbus,2015,Finance & Accounting,2,89400
10476,Julia Maxwell,Female,28,Bachelors,Phoenix,2017,Marketing,2,71400
10477,Sasha Hale,Female,27,Masters,Dallas,2012,Operations,3,101100
10478,Mae Reese,Female,25,Masters,Indianapolis,2017,R&D,3,98500
10479,Nadia Townsend,Female,25,Masters,Denver,2013,HR,2,81500
10480,Russell Cook,Male,27,Masters,Jacksonville,2017,Legal,2,92400
10481,Elliott Fleming,Male,24,Bachelors,Indianapolis,2017,Customer Service,3,112100
10482,David Mann,Male,24,Bachelors,Chicago,2016,Finance & Accounting,2,74700
10483,Gerald Ellison,Male,26,Bachelors,Chicago,2012,R&D,3,116100
10484,Isaac Lester,Male,24,Bachelors,Philadelphia,2012,Finance & Accounting,3,102500
10485,Anita Pearson,Female,24,Masters,Charlotte,2017,R&D,2,77600
10486,Enzo Harris,Male,25,Bachelors,New York City,2015,Legal,2,95300
10487,Isaiah Mcmahon,Male,26,Bachelors,Boston,2015,Finance & Accounting,3,100400
10488,Troy Parker,Male,24,Bachelors,San Jose,2013,Procurement & Supply Chain,2,81500
10489,Samuel Short,Male,25,Bachelors,Houston,2013,Customer Service,3,104000
10490,Jenna Bernard,Female,28,PHD,Los Angeles,2015,IT,2,91700
10491,Spencer Eaton,Male,24,Bachelors,Los Angeles,2016,Sales,3,102800
10492,Reid Robbins,Male,24,Bachelors,San Jose,2017,Operations,3,112300
10493,Maddie Stephenson,Others,27,Bachelors,San Jose,2016,Finance & Accounting,3,98800
10494,Rafael Pierce,Male,25,Bachelors,Houston,2017,Finance & Accounting,3,108900
10495,Kobe Noble,Male,27,Masters,New York City,2014,HR,3,105100
10496,Paige Hart,Female,27,Bachelors,Dallas,2016,Operations,3,102400
10497,Alisha Lyons,Others,28,Bachelors,Fort Worth,2016,Operations,3,114900
10498,Kendall Keith,Male,25,Bachelors,Jacksonville,2018,Customer Service,3,117600
10499,Amira Byrd,Female,26,Bachelors,"Washington, D.C.",2013,Procurement & Supply Chain,3,116400
10500,Mallory Dawson,Female,25,Bachelors,"Washington, D.C.",2015,Marketing,3,101800
10501,Erin Haley,Female,25,Bachelors,Columbus,2017,HR,2,96400
10502,Barbara Riddle,Female,25,Bachelors,San Diego,2012,Marketing,3,106500
10503,David Macdonald,Male,28,Bachelors,San Jose,2014,Customer Service,3,110100
10504,Jillian Nash,Female,27,Bachelors,Dallas,2017,Procurement & Supply Chain,2,70600
10505,David Lyons,Male,26,Bachelors,San Diego,2018,IT,3,100600
10506,Eduardo Mcconnell,Male,28,Masters,Columbus,2014,IT,3,109700
10507,Kamila Holcomb,Others,27,Bachelors,Fort Worth,2013,Sales,3,115700
10508,Josiah Diaz,Male,25,Masters,San Antonio,2017,Marketing,3,99400
10509,Eli Wilson,Male,28,Bachelors,New York City,2018,Customer Service,3,113400
10510,Alanzo Hammond,Others,24,Bachelors,"Washington, D.C.",2016,Operations,3,101700
10511,Aaron Hood,Male,24,Bachelors,Jacksonville,2012,Procurement & Supply Chain,3,107500
10512,Willow Jeffers,Female,28,Bachelors,Boston,2015,Operations,3,104000
10513,Erica Daugherty,Female,24,Bachelors,Columbus,2014,R&D,3,98600
10514,Jasmine Molina,Female,27,Bachelors,Dallas,2013,Legal,3,109500
10515,Jocelyn Booth,Female,24,Bachelors,New York City,2016,HR,3,113800
10516,Clayton Murray,Male,25,Bachelors,Denver,2012,Sales,3,119500
10517,Noah Hines,Male,28,Bachelors,Charlotte,2012,Finance & Accounting,3,98800
10518,Joanna Perez,Female,25,Bachelors,Los Angeles,2018,Sales,3,110500
10519,Connor Jennings,Male,27,Bachelors,Austin,2014,Finance & Accounting,3,117400
10520,Adan Hughes,Others,27,Bachelors,Charlotte,2016,R&D,3,114200
10521,Eric Ross,Male,24,Masters,Boston,2015,R&D,2,80000
10522,Kara Quinn,Female,24,Masters,Chicago,2014,Finance & Accounting,3,103600
10523,Imogen Serrano,Others,25,Bachelors,Boston,2013,Operations,3,104000
10524,Walter Burke,Male,24,Masters,Dallas,2017,HR,3,105000
10525,Alana Vincent,Female,25,Bachelors,Los Angeles,2015,Procurement & Supply Chain,3,115600
10526,Alanzo Webb,Others,24,Bachelors,"Washington, D.C.",2017,IT,3,106800
10527,Karl Cox,Male,28,Bachelors,Austin,2017,Finance & Accounting,2,85200
10528,Anaya Odom,Others,28,Bachelors,Chicago,2016,R&D,3,114400
10529,Sofia Manning,Female,24,PHD,Fort Worth,2014,Marketing,3,103500
10530,Corey Shaffer,Male,26,Masters,San Diego,2017,Marketing,2,73900
10531,Lily Gallagher,Female,25,Masters,San Jose,2018,Customer Service,3,101100
10532,Sage Strickland,Male,28,Bachelors,Denver,2014,HR,3,108000
10533,Amaya Rush,Female,25,Bachelors,Denver,2014,Customer Service,3,100000
10534,Amelia Hamilton,Female,28,Bachelors,Jacksonville,2018,HR,3,108200
10535,Isabel Silva,Female,25,Masters,Indianapolis,2017,Marketing,2,81100
10536,Kimberly Willis,Female,28,Masters,San Antonio,2013,Legal,3,111300
10537,Grace Lee,Female,26,Bachelors,Philadelphia,2014,HR,3,108000
10538,Ansel Reeves,Others,25,Masters,San Antonio,2017,HR,2,73200
10539,Gideon Bishop,Male,25,Masters,Boston,2013,R&D,3,114100
10540,Isaac Evans,Male,25,Bachelors,Charlotte,2016,Marketing,3,115900
10541,Walter Brockman,Male,24,Bachelors,New York City,2018,Sales,3,108700
10542,Taylor Kaufman,Male,26,Masters,Phoenix,2017,Operations,2,72200
10543,Carson Dunn,Male,24,Bachelors,San Antonio,2013,Legal,3,116800
10544,Micah Cabrera,Male,28,Bachelors,Phoenix,2013,Marketing,3,107000
10545,Bodhi Tran,Others,28,Masters,Indianapolis,2015,Sales,3,116300
10546,Blake Salazar,Male,27,Bachelors,Austin,2015,Customer Service,2,82200
10547,Margaret Acosta,Female,27,Masters,Indianapolis,2014,Procurement & Supply Chain,2,84100
10548,Simon Shaw,Male,27,Bachelors,Houston,2017,IT,2,96200
10549,Scott Mason,Male,26,Bachelors,Austin,2012,Marketing,3,103000
10550,Coraline Atwood,Others,27,Masters,San Antonio,2015,R&D,1,41300
10551,Freya Jennings,Female,28,Bachelors,Boston,2013,Legal,1,50900
10552,Georgia Boone,Female,26,Bachelors,Philadelphia,2012,Finance & Accounting,2,91300
10553,Chase Dejesus,Male,27,Bachelors,Jacksonville,2013,HR,3,108300
10554,Alistair Reeves,Male,25,Masters,Philadelphia,2017,Operations,2,97600
10555,Dean Jefferson,Male,27,Bachelors,Austin,2017,Sales,3,105200
10556,Rachel Whitney,Female,24,Bachelors,Denver,2012,R&D,3,109200
10557,James Cottrell,Male,26,Bachelors,Denver,2017,Legal,3,113800
10558,Beckett Rowland,Male,28,Bachelors,Los Angeles,2014,Marketing,3,110000
10559,Amy Farley,Female,25,Bachelors,San Antonio,2015,HR,3,98900
10560,Mateo House,Male,28,Bachelors,"Washington, D.C.",2015,Marketing,2,97600
10561,Edith Dawson,Female,24,Bachelors,Fort Worth,2017,Sales,3,116000
10562,Leon Collins,Male,27,Bachelors,Charlotte,2016,HR,3,106900
10563,Oscar Hays,Male,25,Bachelors,Chicago,2012,Operations,3,116900
10564,Sadie Kerr,Female,25,Masters,Indianapolis,2018,Marketing,3,115200
10565,Dorian Mccoy,Male,26,Bachelors,Columbus,2015,Legal,3,119000
10566,Emmanuel Zimmerman,Male,26,Bachelors,San Jose,2014,R&D,3,101400
10567,Xenia Stafford,Others,27,PHD,Dallas,2017,Marketing,3,114700
10568,Alana Donovan,Female,26,Bachelors,Boston,2012,HR,3,98500
10569,Daniela Haynes,Others,26,Bachelors,Houston,2016,Procurement & Supply Chain,3,103900
10570,Nicholas Russo,Male,28,Bachelors,San Antonio,2017,Operations,3,117400
10571,Henry Glover,Male,25,Bachelors,Boston,2014,Legal,3,118800
10572,Desiree Morton,Female,28,Bachelors,Chicago,2013,Sales,3,113100
10573,Lucian Massey,Others,25,Bachelors,Jacksonville,2017,Procurement & Supply Chain,3,111100
10574,Tiana Logan,Others,27,Bachelors,Seattle,2018,Procurement & Supply Chain,3,109400
10575,Drew Stokes,Male,26,Bachelors,Philadelphia,2017,Operations,3,118500
10576,Andre Mendoza,Male,25,Bachelors,New York City,2017,R&D,2,83200
10577,Jasmine Porter,Female,26,Bachelors,San Diego,2017,Operations,2,85500
10578,Elora Mitchell,Others,28,Bachelors,San Jose,2015,Sales,3,110300
10579,Tyler Weaver,Male,26,Masters,San Diego,2017,Finance & Accounting,2,91100
10580,Magnolia Blanchard,Others,28,Masters,Boston,2015,IT,3,104000
10581,Elena Matthews,Female,25,Bachelors,Columbus,2012,Marketing,2,86400
10582,Winnie Fletcher,Female,25,Bachelors,Seattle,2016,Customer Service,3,99000
10583,Finn Mueller,Male,26,Masters,"Washington, D.C.",2017,Finance & Accounting,2,79300
10584,Kate Lucero,Others,25,Bachelors,Columbus,2014,Operations,3,98700
10585,Aaron Patel,Male,25,Bachelors,Fort Worth,2014,Marketing,3,103000
10586,Atlas Gates,Others,26,PHD,San Diego,2018,Procurement & Supply Chain,3,101000
10587,Finn Kendall,Male,26,Bachelors,Houston,2016,Finance & Accounting,3,104900
10588,Lorenzo Mayo,Male,27,Bachelors,Chicago,2014,Legal,3,100400
10589,Christian Mcgrath,Male,25,Bachelors,Denver,2012,IT,3,108500
10590,Marlon Pope,Male,26,Masters,Charlotte,2012,HR,2,93600
10591,Ariana Tanner,Female,27,Masters,Fort Worth,2016,HR,3,118000
10592,Sofia Shields,Female,28,PHD,Charlotte,2017,IT,3,104600
10593,Maddie Levy,Others,27,Bachelors,Seattle,2014,R&D,3,112400
10594,David Byrd,Male,26,Bachelors,Dallas,2018,Legal,3,113500
10595,Rowan Bowman,Female,27,Bachelors,"Washington, D.C.",2018,Marketing,1,49800
10596,Jeremy Downs,Male,24,Bachelors,Seattle,2016,R&D,3,102600
10597,Monica Dunn,Female,25,Bachelors,Phoenix,2012,R&D,3,98500
10598,Willow Pope,Female,27,Bachelors,Indianapolis,2017,Sales,3,117000
10599,Aurelia Hebert,Others,28,Bachelors,Austin,2016,Sales,3,103900
10600,Elijah Barrett,Male,27,Bachelors,Jacksonville,2017,Sales,2,78900
10601,Eliseo Woodward,Others,25,Bachelors,Seattle,2013,Legal,3,108300
10602,Alessia Hernandez,Female,28,Bachelors,Dallas,2013,IT,3,101900
10603,Osiris Briggs,Others,28,Bachelors,Seattle,2018,Customer Service,3,113200
10604,Theodore Maynard,Male,27,Bachelors,Austin,2016,Procurement & Supply Chain,3,109900
10605,Hallie Mccarthy,Female,28,Masters,Seattle,2015,IT,2,97900
